id,batch_id,batch_type,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,Manipulation_Q2,Manipulation_Q2_TEXT,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
4497,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,43,,,,,White,,,No,Female,0.91320217631599,0,0,0,0,0.5,1,1,0.399633032129992,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4498,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,29,,,,,White,,,No,Male,0.00184708484491498,0,0,0,0,0.5,1,1,0.14365441728002729,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4499,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,37,,,,,White,,,No,Female,0.7396057231211117,0,0,0,0,0.5,1,1,0.5736028553390882,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4500,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,22,,,,,White,,,No,Male,0.4651058978552711,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.4329903508613329,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4501,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,26,,Asian,,,,,,No,Female,0.5183698498919536,0,0,0,0,0.5,1,1,0.9980336595322084,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4502,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,34,,Asian,,,,,,No,Male,0.7853670441045815,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.6008413710167728,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4503,100,Validation,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 1,,,Age,29,,,,,White,,,No,Female,0.47657379169868624,0,0,0,0,0.5,1,1,0.676496882847626,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4504,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,35,,,Black or African American,,,,,No,Female,0.40884329085444177,0,0,0,0,0.5,1,1,0.8479588639102781,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4505,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,41,,,,,White,,,No,Female,0.7063979964485387,0,0,0,0,0.5,1,1,0.2495249948113982,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4506,16,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,,,,Candidate 1,,,,,Candidate 1,,,Age,60,,,,,White,,,No,Male,0.4796465245260965,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.7211253507344809,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4507,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,41,,,,,White,,,No,Male,0.9468637835110686,0,0,0,0,0.5,1,1,0.39052904825437096,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4508,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,60,,,,,White,,,No,Female,0.7318370190290354,0,0,0,0,0.5,1,1,0.92926285833336,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4509,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,51,,,,,White,,,Yes,Female,0.2316063442806728,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.8448881881416049,62,49,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
4510,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,25,,,,,White,,,No,Female,0.5678892465233545,0,0,0,0,0.5,1,1,0.3436788596081731,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4511,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,52,,,Black or African American,,,,,No,Female,0.5625301617110451,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.27217256121155164,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4512,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,19,,,,,White,,,Yes,Male,0.7717224480052763,0,0,0,0,0.5,1,1,0.1226861949830051,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4513,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,57,,,,,White,,,No,Male,0.7899750698800141,0,0,0,0,0.5,1,1,0.2926175315614365,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4514,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 1,,,Age,38,,,,,White,,,No,Female,0.6575482314586519,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.8677179806092097,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4515,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,20,,,Black or African American,,,,,No,Female,0.1329991007533388,0,0,0,0,0.5,1,1,0.466193671679635,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4516,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,69,,,,,White,,,No,Female,0.5968369763802823,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.6893983026243277,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4517,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,28,,,,,White,,,No,Female,0.09678471975419314,0,0,0,0,0.5,1,1,0.5764169894569593,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4518,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,,,Age,66,,,,,White,,,No,Female,0.5866653231407202,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.4657334914584024,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4519,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,37,,,Black or African American,,,,,No,Female,0.3493340684448681,0,0,0,0,0.5,1,1,0.7316285552763446,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4520,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,55,,Asian,,,,,,No,Female,0.5817097568841907,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.6737155093983085,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4521,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,26,American Indian or Alaska Native,,,,White,,,Yes,Female,0.4344774380872206,0,0,0,0,0.5,1,1,0.1066644182677065,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4522,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,26,,,Black or African American,,,,,No,Male,0.9037925982623808,0,0,0,0,0.5,1,1,0.4455968182174482,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4523,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,45,,,,,White,,,No,Male,0.7878459041909888,0,0,0,0,0.5,1,1,0.8400053549185408,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4524,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,39,,,,,White,,,No,Female,0.8449020648479699,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.29609030259216446,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4525,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,48,,,,,White,,,No,Female,0.2873402832279308,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.2962517054509958,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4526,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,35,,,,,White,,,No,Female,0.1300957210199199,0,0,0,0,0.5,1,1,0.7545357890786919,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4527,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,35,,,,,White,,,No,Female,0.9684422041681694,0,0,0,0,0.5,1,1,0.26035160391134016,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4528,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,50,,,Black or African American,,,,,No,Female,0.19432876682708244,0,0,0,0,0.5,1,1,0.4796180621440565,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4529,100,Validation,Yes,"Yes, I will",Purple,,,,,,,,Candidate 2,Candidate 1,,,Age,34,,,,,White,,,Yes,Male,0.01533491257935178,0,0,0,0,0.5,1,1,0.7118095165844563,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4530,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,27,,,,,White,,,No,Male,0.48354084824294336,0,0,0,0,0.5,1,1,0.18148808697738872,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4531,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,27,,Asian,,,,,,No,Female,0.9051240724290543,0,0,0,0,0.5,1,1,0.24672777001902643,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4532,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,47,,,,,White,,,No,Male,0.6739986263387834,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.10794386014061604,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4533,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,21,,,,,White,,,Yes,Female,0.7767923972049711,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.9476080133923348,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4534,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,61,,,Black or African American,,,,,No,Male,0.5059339586892011,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.3614644497543258,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4535,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,43,,,,,White,,,Yes,Female,0.4629376678408444,0,0,0,0,0.5,1,1,0.7015109182571785,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4536,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,28,,,Black or African American,,,,,No,Female,0.7568906938556793,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.7859284465168436,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4537,100,Validation,Yes,"Yes, I will",Purple,,,,,,,,Candidate 1,Candidate 1,,,Age,22,,,,,White,,,No,Female,0.9798183427145282,0,0,0,0,0.5,1,1,0.686533333195032,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4538,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,58,,,Black or African American,,,,,No,Female,0.7409358345300275,0,0,0,0,0.5,1,1,0.4580908635300795,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4539,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,,,Asian,,,,,,No,Male,0.9838189629334536,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.2015781419355371,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4540,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,44,,,,,White,,,No,Male,0.4549093044956469,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.6464846063513505,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4541,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,36,,,,,White,,,No,Male,0.2221617233525407,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.1697488481108446,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4542,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,71,,,,,White,,,No,Female,0.2827417918673581,0,0,0,0,0.5,1,1,0.8739565987777795,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4543,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,33,,,,,White,,,No,Female,0.6120862443028219,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.15634026242334867,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4544,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,23,,Asian,,,,,,No,Male,0.8072629631048215,0,0,0,0,0.5,1,1,0.7244233402247595,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4545,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,,,,,,White,,,No,Male,0.5338946237540558,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.07014485263967533,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4546,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,37,,,,,White,,,No,Female,0.1663341904446329,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.25833308702761615,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4547,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,65,,,,,White,,,No,Female,0.16171959605108005,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.31897374855330535,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4548,100,Validation,Yes,"Yes, I will",Purple,,,,,,Candidate 2,,,Candidate 1,,,Age,33,,,,,White,,,No,Female,0.32743619064042256,0,0,0,0,0.5,1,1,0.6940010936683978,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4549,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,31,,,Black or African American,,White,,,No,Male,0.989154488311418,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.40183192896699343,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4550,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,51,,,,,White,,,No,Female,0.15295692117720772,0,0,0,0,0.5,1,1,0.9243880654509152,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4551,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,33,,,Black or African American,,,,,No,Male,0.5876202193525667,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.31047473575698087,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4552,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,46,,,,,White,,,No,Male,0.9645219810690084,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.8938768519772862,62,49,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4553,100,Validation,Yes,"Yes, I will",Purple,,,,,,Candidate 1,,,Candidate 2,,,Age,34,,,,,White,,,No,Female,0.28326681123191183,0,0,0,0,0.5,1,1,0.4414842160049556,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4554,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,23,,,Black or African American,,,,,No,Female,0.9615030279293432,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.8848426211357215,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
4555,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,79,,,,,White,,,No,Female,0.2880475850049517,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.2666772609266167,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4556,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,34,,,,,White,,,No,Male,0.18403055057489093,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.834714018235615,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4557,0,Warmup,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,71,,,,,White,,,No,Female,0.9164604658532096,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.7006563226926737,62,49,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4558,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 1,,,Age,50,,,,,White,,,No,Female,0.6443065916291221,0,0,0,0,0.5,1,1,0.7107244468551884,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4559,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,54,,,,,White,,,No,Male,0.3972418167156265,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.29582025885950314,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4560,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,57,,,,,White,,,No,Male,0.8911835911896041,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.9049362242000496,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
4561,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,32,,,,,White,,,No,Male,0.7407319547470501,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.4788101542458893,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4562,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,36,,,,,White,,,No,Female,0.3194377362540545,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.2217416419232594,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
4563,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,22,,Asian,,,,,,No,Female,0.9412819065482546,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.30876037834881814,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4564,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,27,,,,,White,,,No,Male,0.7207158554160772,0,0,0,0,0.5,1,1,0.7009553701386217,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4565,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,37,,,,,White,,,No,Female,0.52428761509346955,0,0,0,0,0.5,1,1,0.34492440599597163,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4566,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,38,,,,,White,,,No,Female,0.1380313316215834,0,0,0,0,0.5,1,1,0.8232675890492432,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4567,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,49,,,,,White,,,No,Male,0.9954134311981996,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.9540150316790712,62,49,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4568,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,27,,,,,White,,,No,Female,0.915941923138672,0,0,0,0,0.5,1,1,0.4243124740720523,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4569,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 2,,,Age,45,,,,,White,,,Yes,Female,0.6134432134249814,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.4929320811044732,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4570,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,26,,,Black or African American,,,,,No,Female,0.8072773944137798,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.31597682119253484,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
4571,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,53,,,,,White,,,Yes,Male,0.24404418404308245,0,0,0,0,0.5,1,1,0.2392579324634881,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4572,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,60,,,,,White,,,No,Female,0.5882066620020677,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.12412897081210487,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4573,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,33,,Asian,,,,,,No,Female,0.9174908590310932,0,0,0,0,0.5,1,1,0.6395924409477954,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4574,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,22,,,Black or African American,,,,,No,Male,0.6822332508587822,0,0,0,0,0.5,1,1,0.9038449257854012,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4575,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,27,,Asian,,,,,,No,Male,0.94347264476667,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.18560737096369437,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
4576,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 1,,,Age,,,,,,White,,,No,Male,0.8279199220305122,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.8220256049702935,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4577,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,64,,,,,White,,,No,Male,0.9670028428004596,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.2075609618815503,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
4578,100,Validation,Yes,"Yes, I will",Purple,,Candidate 1,,,,,,,Candidate 2,,,Age,49,,,,,White,,,No,Female,0.5926532804948867,0,0,0,0,0.5,1,1,0.4463891122598176,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4579,100,Validation,Yes,"Yes, I will",Purple,,,Candidate 1,,,,,,Candidate 2,,,Age,70,,,,,White,,,No,Male,0.2895994375668465,0,0,0,0,0.5,1,1,0.09048666201776048,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
4580,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,33,,,,,White,,,No,Male,0.7946535269251683,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.31298400748357735,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4581,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,80,,,,,White,,,No,Male,0.9419801242048806,0,0,0,0,0.5,1,1,0.4984492909858118,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4582,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,35,,,,,White,,,No,Female,0.57029931307078785,0,0,0,0,0.5,1,1,0.4717080254274672,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
4583,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,70,,,,,White,,,No,Male,0.5504749711953278,0,0,0,0,0.5,1,1,0.19567375890809896,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
